instance;n;p;pc;pm;run;bestObjective;evaluations;timeMs;reachedOptimum
ap_20_4.txt;20;4;0,400;0,100;28;140863,077182;5000000;7924;false
ap_20_4.txt;20;4;0,400;0,100;29;140863,077182;5000000;8055;false
ap_20_4.txt;20;4;0,400;0,100;30;140863,077182;5000000;7935;false
ap_20_4.txt;20;4;0,600;0,010;1;141676,332151;5000000;7679;false
ap_20_4.txt;20;4;0,600;0,010;2;140863,077182;5000000;7708;false
ap_20_4.txt;20;4;0,600;0,010;3;139093,713489;5000000;7676;false
ap_20_4.txt;20;4;0,600;0,010;4;139093,713489;5000000;7746;false
ap_20_4.txt;20;4;0,600;0,010;5;143023,260099;5000000;7660;false
ap_20_4.txt;20;4;0,600;0,010;6;141121,819864;5000000;7666;false
ap_20_4.txt;20;4;0,600;0,010;7;140863,077182;5000000;7662;false
ap_20_4.txt;20;4;0,600;0,010;8;139093,713489;5000000;7664;false
ap_20_4.txt;20;4;0,600;0,010;9;138951,259041;5000000;9126;false
ap_20_4.txt;20;4;0,600;0,010;10;142732,154902;5000000;8344;false
ap_20_4.txt;20;4;0,600;0,010;11;140863,077182;5000000;8035;false
ap_20_4.txt;20;4;0,600;0,010;12;140863,077182;5000000;8888;false
ap_20_4.txt;20;4;0,600;0,010;13;139093,713489;5000000;8695;false
ap_20_4.txt;20;4;0,600;0,010;14;140863,077182;5000000;8420;false
ap_20_4.txt;20;4;0,600;0,010;15;135624,883602;105718;163;false
ap_20_4.txt;20;4;0,600;0,010;16;140430,896896;5000000;7817;false
ap_20_4.txt;20;4;0,600;0,010;17;143023,260099;5000000;7670;false
ap_20_4.txt;20;4;0,600;0,010;18;140863,077182;5000000;7787;false
ap_20_4.txt;20;4;0,600;0,010;19;139093,713489;5000000;7708;false
ap_20_4.txt;20;4;0,600;0,010;20;140863,077182;5000000;7701;false
ap_20_4.txt;20;4;0,600;0,010;21;140430,896896;5000000;7658;false
ap_20_4.txt;20;4;0,600;0,010;22;140863,077182;5000000;7657;false
ap_20_4.txt;20;4;0,600;0,010;23;140863,077182;5000000;7672;false
ap_20_4.txt;20;4;0,600;0,010;24;140863,077182;5000000;7686;false
ap_20_4.txt;20;4;0,600;0,010;25;140430,896896;5000000;7656;false
ap_20_4.txt;20;4;0,600;0,010;26;135624,883602;671582;1062;false
ap_20_4.txt;20;4;0,600;0,010;27;140863,077182;5000000;7680;false
ap_20_4.txt;20;4;0,600;0,010;28;139093,713489;5000000;7664;false
ap_20_4.txt;20;4;0,600;0,010;29;140863,077182;5000000;7681;false
ap_20_4.txt;20;4;0,600;0,010;30;139093,713489;5000000;7657;false
ap_20_4.txt;20;4;0,600;0,050;1;140863,077182;5000000;7876;false
ap_20_4.txt;20;4;0,600;0,050;2;139093,713489;5000000;7879;false
ap_20_4.txt;20;4;0,600;0,050;3;140863,077182;5000000;7777;false
ap_20_4.txt;20;4;0,600;0,050;4;139093,713489;5000000;7824;false
ap_20_4.txt;20;4;0,600;0,050;5;135624,883602;1222329;1907;false
ap_20_4.txt;20;4;0,600;0,050;6;135624,883602;252858;394;false
ap_20_4.txt;20;4;0,600;0,050;7;139093,713489;5000000;7905;false
ap_20_4.txt;20;4;0,600;0,050;8;140863,077182;5000000;7861;false
ap_20_4.txt;20;4;0,600;0,050;9;139093,713489;5000000;7771;false
ap_20_4.txt;20;4;0,600;0,050;10;139093,713489;5000000;7774;false
ap_20_4.txt;20;4;0,600;0,050;11;140863,077182;5000000;7895;false
ap_20_4.txt;20;4;0,600;0,050;12;139093,713489;5000000;7866;false
ap_20_4.txt;20;4;0,600;0,050;13;135624,883602;270898;441;false
ap_20_4.txt;20;4;0,600;0,050;14;140863,077182;5000000;7890;false
ap_20_4.txt;20;4;0,600;0,050;15;139093,713489;5000000;10310;false
ap_20_4.txt;20;4;0,600;0,050;16;140863,077182;5000000;8225;false
ap_20_4.txt;20;4;0,600;0,050;17;140863,077182;5000000;8224;false
ap_20_4.txt;20;4;0,600;0,050;18;140863,077182;5000000;7823;false
ap_20_4.txt;20;4;0,600;0,050;19;135624,883602;4865;8;false
ap_20_4.txt;20;4;0,600;0,050;20;140863,077182;5000000;9175;false
ap_20_4.txt;20;4;0,600;0,050;21;140863,077182;5000000;7793;false
ap_20_4.txt;20;4;0,600;0,050;22;135624,883602;64172;101;false
ap_20_4.txt;20;4;0,600;0,050;23;140863,077182;5000000;8023;false
ap_20_4.txt;20;4;0,600;0,050;24;140863,077182;5000000;7811;false
ap_20_4.txt;20;4;0,600;0,050;25;140863,077182;5000000;7827;false
ap_20_4.txt;20;4;0,600;0,050;26;140863,077182;5000000;7780;false
ap_20_4.txt;20;4;0,600;0,050;27;140863,077182;5000000;7853;false
ap_20_4.txt;20;4;0,600;0,050;28;139093,713489;5000000;7805;false
ap_20_4.txt;20;4;0,600;0,050;29;139093,713489;5000000;7859;false
ap_20_4.txt;20;4;0,600;0,050;30;140863,077182;5000000;7790;false
ap_20_4.txt;20;4;0,600;0,100;1;140863,077182;5000000;8025;false
ap_20_4.txt;20;4;0,600;0,100;2;140863,077182;5000000;7941;false
ap_20_4.txt;20;4;0,600;0,100;3;140863,077182;5000000;7926;false
ap_20_4.txt;20;4;0,600;0,100;4;140863,077182;5000000;7920;false
ap_20_4.txt;20;4;0,600;0,100;5;139093,713489;5000000;7917;false
ap_20_4.txt;20;4;0,600;0,100;6;140863,077182;5000000;7944;false
ap_20_4.txt;20;4;0,600;0,100;7;140863,077182;5000000;8361;false
ap_20_4.txt;20;4;0,600;0,100;8;140863,077182;5000000;8545;false
ap_20_4.txt;20;4;0,600;0,100;9;140863,077182;5000000;9150;false
ap_20_4.txt;20;4;0,600;0,100;10;135624,883602;203012;543;false
ap_20_4.txt;20;4;0,600;0,100;11;135624,883602;74698;130;false
ap_20_4.txt;20;4;0,600;0,100;12;140863,077182;5000000;9066;false
ap_20_4.txt;20;4;0,600;0,100;13;140863,077182;5000000;9923;false
ap_20_4.txt;20;4;0,600;0,100;14;140863,077182;5000000;8404;false
ap_20_4.txt;20;4;0,600;0,100;15;139093,713489;5000000;7910;false
ap_20_4.txt;20;4;0,600;0,100;16;139093,713489;5000000;7947;false
ap_20_4.txt;20;4;0,600;0,100;17;139093,713489;5000000;7946;false
ap_20_4.txt;20;4;0,600;0,100;18;135624,883602;1752369;2779;false
ap_20_4.txt;20;4;0,600;0,100;19;140863,077182;5000000;7974;false
ap_20_4.txt;20;4;0,600;0,100;20;135624,883602;44633;72;false
ap_20_4.txt;20;4;0,600;0,100;21;140863,077182;5000000;7922;false
ap_20_4.txt;20;4;0,600;0,100;22;139093,713489;5000000;7969;false
ap_20_4.txt;20;4;0,600;0,100;23;139093,713489;5000000;7920;false
ap_20_4.txt;20;4;0,600;0,100;24;139093,713489;5000000;7913;false
ap_20_4.txt;20;4;0,600;0,100;25;139093,713489;5000000;7912;false
ap_20_4.txt;20;4;0,600;0,100;26;139093,713489;5000000;7945;false
ap_20_4.txt;20;4;0,600;0,100;27;140863,077182;5000000;7923;false
ap_20_4.txt;20;4;0,600;0,100;28;140863,077182;5000000;7973;false
ap_20_4.txt;20;4;0,600;0,100;29;140863,077182;5000000;7919;false
ap_20_4.txt;20;4;0,600;0,100;30;140863,077182;5000000;8046;false
ap_20_4.txt;20;4;0,800;0,010;1;140863,077182;5000000;7674;false
ap_20_4.txt;20;4;0,800;0,010;2;139093,713489;5000000;7679;false
ap_20_4.txt;20;4;0,800;0,010;3;140863,077182;5000000;7645;false
ap_20_4.txt;20;4;0,800;0,010;4;140863,077182;5000000;7676;false
ap_20_4.txt;20;4;0,800;0,010;5;140863,077182;5000000;7686;false
ap_20_4.txt;20;4;0,800;0,010;6;139093,713489;5000000;7654;false
ap_20_4.txt;20;4;0,800;0,010;7;139093,713489;5000000;7646;false
ap_20_4.txt;20;4;0,800;0,010;8;139093,713489;5000000;7636;false
ap_20_4.txt;20;4;0,800;0,010;9;140863,077182;5000000;7638;false
ap_20_4.txt;20;4;0,800;0,010;10;139093,713489;5000000;7646;false
ap_20_4.txt;20;4;0,800;0,010;11;140863,077182;5000000;7708;false
ap_20_4.txt;20;4;0,800;0,010;12;140863,077182;5000000;7730;false
ap_20_4.txt;20;4;0,800;0,010;13;140863,077182;5000000;7659;false
ap_20_4.txt;20;4;0,800;0,010;14;139093,713489;5000000;7930;false
ap_20_4.txt;20;4;0,800;0,010;15;140863,077182;5000000;7655;false
ap_20_4.txt;20;4;0,800;0,010;16;139093,713489;5000000;7717;false
ap_20_4.txt;20;4;0,800;0,010;17;139093,713489;5000000;7732;false
ap_20_4.txt;20;4;0,800;0,010;18;139093,713489;5000000;7730;false
ap_20_4.txt;20;4;0,800;0,010;19;139093,713489;5000000;7765;false
ap_20_4.txt;20;4;0,800;0,010;20;139093,713489;5000000;7695;false
ap_20_4.txt;20;4;0,800;0,010;21;139093,713489;5000000;7643;false
ap_20_4.txt;20;4;0,800;0,010;22;140863,077182;5000000;7653;false
ap_20_4.txt;20;4;0,800;0,010;23;140863,077182;5000000;7633;false
ap_20_4.txt;20;4;0,800;0,010;24;139093,713489;5000000;7716;false
ap_20_4.txt;20;4;0,800;0,010;25;139093,713489;5000000;9497;false
ap_20_4.txt;20;4;0,800;0,010;26;140863,077182;5000000;9221;false
ap_20_4.txt;20;4;0,800;0,010;27;140863,077182;5000000;8149;false
ap_20_4.txt;20;4;0,800;0,010;28;140863,077182;5000000;7641;false
ap_20_4.txt;20;4;0,800;0,010;29;141676,332151;5000000;7634;false
ap_20_4.txt;20;4;0,800;0,010;30;140863,077182;5000000;7653;false
ap_20_4.txt;20;4;0,800;0,050;1;135624,883602;395100;617;false
ap_20_4.txt;20;4;0,800;0,050;2;140863,077182;5000000;7776;false
ap_20_4.txt;20;4;0,800;0,050;3;139093,713489;5000000;7752;false
ap_20_4.txt;20;4;0,800;0,050;4;140863,077182;5000000;7773;false
ap_20_4.txt;20;4;0,800;0,050;5;139093,713489;5000000;7782;false
ap_20_4.txt;20;4;0,800;0,050;6;140863,077182;5000000;7766;false
ap_20_4.txt;20;4;0,800;0,050;7;140863,077182;5000000;7750;false
ap_20_4.txt;20;4;0,800;0,050;8;139093,713489;5000000;7759;false
ap_20_4.txt;20;4;0,800;0,050;9;139093,713489;5000000;7814;false
ap_20_4.txt;20;4;0,800;0,050;10;140863,077182;5000000;9260;false
ap_20_4.txt;20;4;0,800;0,050;11;139093,713489;5000000;7950;false
ap_20_4.txt;20;4;0,800;0,050;12;140863,077182;5000000;7804;false
ap_20_4.txt;20;4;0,800;0,050;13;140863,077182;5000000;7766;false
ap_20_4.txt;20;4;0,800;0,050;14;139093,713489;5000000;13322;false
ap_20_4.txt;20;4;0,800;0,050;15;139093,713489;5000000;9825;false
ap_20_4.txt;20;4;0,800;0,050;16;140863,077182;5000000;8058;false
ap_20_4.txt;20;4;0,800;0,050;17;135624,883602;851978;1432;false
ap_20_4.txt;20;4;0,800;0,050;18;140863,077182;5000000;8483;false
ap_20_4.txt;20;4;0,800;0,050;19;140863,077182;5000000;8133;false
ap_20_4.txt;20;4;0,800;0,050;20;140863,077182;5000000;8034;false
ap_20_4.txt;20;4;0,800;0,050;21;139093,713489;5000000;7884;false
ap_20_4.txt;20;4;0,800;0,050;22;139093,713489;5000000;7858;false
ap_20_4.txt;20;4;0,800;0,050;23;140863,077182;5000000;7900;false
ap_20_4.txt;20;4;0,800;0,050;24;140863,077182;5000000;8091;false
ap_20_4.txt;20;4;0,800;0,050;25;140863,077182;5000000;8326;false
ap_20_4.txt;20;4;0,800;0,050;26;140863,077182;5000000;8564;false
ap_20_4.txt;20;4;0,800;0,050;27;139093,713489;5000000;9661;false
ap_20_4.txt;20;4;0,800;0,050;28;135624,883602;540764;944;false
ap_20_4.txt;20;4;0,800;0,050;29;140863,077182;5000000;8125;false
ap_20_4.txt;20;4;0,800;0,050;30;139093,713489;5000000;8417;false
ap_20_4.txt;20;4;0,800;0,100;1;135624,883602;680261;1145;false
ap_20_4.txt;20;4;0,800;0,100;2;135624,883602;68798;112;false
ap_20_4.txt;20;4;0,800;0,100;3;135624,883602;237100;383;false
ap_20_4.txt;20;4;0,800;0,100;4;140863,077182;5000000;8300;false
ap_20_4.txt;20;4;0,800;0,100;5;140863,077182;5000000;8430;false
ap_20_4.txt;20;4;0,800;0,100;6;135624,883602;783799;1325;false
ap_20_4.txt;20;4;0,800;0,100;7;135624,883602;1429159;2363;false
ap_20_4.txt;20;4;0,800;0,100;8;139093,713489;5000000;8416;false
ap_20_4.txt;20;4;0,800;0,100;9;135624,883602;60264;109;false
ap_20_4.txt;20;4;0,800;0,100;10;140863,077182;5000000;8785;false
ap_20_4.txt;20;4;0,800;0,100;11;139093,713489;5000000;8686;false
ap_20_4.txt;20;4;0,800;0,100;12;140863,077182;5000000;7931;false
ap_20_4.txt;20;4;0,800;0,100;13;140863,077182;5000000;7903;false
ap_20_4.txt;20;4;0,800;0,100;14;140863,077182;5000000;7898;false
ap_20_4.txt;20;4;0,800;0,100;15;140863,077182;5000000;7923;false
ap_20_4.txt;20;4;0,800;0,100;16;139093,713489;5000000;7915;false
ap_20_4.txt;20;4;0,800;0,100;17;140863,077182;5000000;7968;false
ap_20_4.txt;20;4;0,800;0,100;18;138951,259041;5000000;7893;false
ap_20_4.txt;20;4;0,800;0,100;19;140863,077182;5000000;8052;false
ap_20_4.txt;20;4;0,800;0,100;20;140863,077182;5000000;7888;false
ap_20_4.txt;20;4;0,800;0,100;21;140863,077182;5000000;7891;false
ap_20_4.txt;20;4;0,800;0,100;22;135624,883602;79771;126;false
ap_20_4.txt;20;4;0,800;0,100;23;139093,713489;5000000;7895;false
ap_20_4.txt;20;4;0,800;0,100;24;139093,713489;5000000;7901;false
ap_20_4.txt;20;4;0,800;0,100;25;140863,077182;5000000;7947;false
ap_20_4.txt;20;4;0,800;0,100;26;140863,077182;5000000;7924;false
ap_20_4.txt;20;4;0,800;0,100;27;135624,883602;408350;644;false
ap_20_4.txt;20;4;0,800;0,100;28;140863,077182;5000000;7898;false
ap_20_4.txt;20;4;0,800;0,100;29;139093,713489;5000000;7895;false
ap_20_4.txt;20;4;0,800;0,100;30;140863,077182;5000000;8899;false
ap_20_4.txt;20;4;1,000;0,010;1;138155,517563;5000000;9731;false
ap_20_4.txt;20;4;1,000;0,010;2;139093,713489;5000000;8390;false
ap_20_4.txt;20;4;1,000;0,010;3;139093,713489;5000000;8729;false
ap_20_4.txt;20;4;1,000;0,010;4;140863,077182;5000000;8435;false
ap_20_4.txt;20;4;1,000;0,010;5;139382,409057;5000000;8261;false
ap_20_4.txt;20;4;1,000;0,010;6;140863,077182;5000000;8444;false
ap_20_4.txt;20;4;1,000;0,010;7;140863,077182;5000000;8478;false
ap_20_4.txt;20;4;1,000;0,010;8;140863,077182;5000000;9087;false
ap_20_4.txt;20;4;1,000;0,010;9;139093,713489;5000000;7780;false
ap_20_4.txt;20;4;1,000;0,010;10;138951,259041;5000000;7736;false
ap_20_4.txt;20;4;1,000;0,010;11;139093,713489;5000000;8184;false
ap_20_4.txt;20;4;1,000;0,010;12;139093,713489;5000000;7705;false
ap_20_4.txt;20;4;1,000;0,010;13;141121,819864;5000000;7642;false
ap_20_4.txt;20;4;1,000;0,010;14;143023,260099;5000000;7627;false
ap_20_4.txt;20;4;1,000;0,010;15;143023,260099;5000000;7640;false
ap_20_4.txt;20;4;1,000;0,010;16;139093,713489;5000000;7626;false
ap_20_4.txt;20;4;1,000;0,010;17;139093,713489;5000000;7634;false
ap_20_4.txt;20;4;1,000;0,010;18;139093,713489;5000000;7665;false
ap_20_4.txt;20;4;1,000;0,010;19;139093,713489;5000000;7709;false
ap_20_4.txt;20;4;1,000;0,010;20;140430,896896;5000000;8265;false
ap_20_4.txt;20;4;1,000;0,010;21;140863,077182;5000000;8487;false
ap_20_4.txt;20;4;1,000;0,010;22;140863,077182;5000000;8730;false
ap_20_4.txt;20;4;1,000;0,010;23;140863,077182;5000000;7767;false
ap_20_4.txt;20;4;1,000;0,010;24;139093,713489;5000000;8099;false
ap_20_4.txt;20;4;1,000;0,010;25;139093,713489;5000000;8032;false
ap_20_4.txt;20;4;1,000;0,010;26;139093,713489;5000000;8769;false
ap_20_4.txt;20;4;1,000;0,010;27;140430,896896;5000000;8298;false
ap_20_4.txt;20;4;1,000;0,010;28;140863,077182;5000000;8257;false
ap_20_4.txt;20;4;1,000;0,010;29;140863,077182;5000000;9392;false
ap_20_4.txt;20;4;1,000;0,010;30;138155,517563;5000000;9629;false
ap_20_4.txt;20;4;1,000;0,050;1;140863,077182;5000000;8000;false
ap_20_4.txt;20;4;1,000;0,050;2;139093,713489;5000000;7764;false
ap_20_4.txt;20;4;1,000;0,050;3;140863,077182;5000000;7800;false
ap_20_4.txt;20;4;1,000;0,050;4;140863,077182;5000000;8015;false
ap_20_4.txt;20;4;1,000;0,050;5;140863,077182;5000000;7762;false
ap_20_4.txt;20;4;1,000;0,050;6;139093,713489;5000000;7746;false
ap_20_4.txt;20;4;1,000;0,050;7;140863,077182;5000000;8022;false
ap_20_4.txt;20;4;1,000;0,050;8;135624,883602;343901;535;false
ap_20_4.txt;20;4;1,000;0,050;9;140863,077182;5000000;7783;false
ap_20_4.txt;20;4;1,000;0,050;10;139093,713489;5000000;7958;false
ap_20_4.txt;20;4;1,000;0,050;11;140863,077182;5000000;8404;false
ap_20_4.txt;20;4;1,000;0,050;12;139093,713489;5000000;8000;false
ap_20_4.txt;20;4;1,000;0,050;13;135624,883602;7535;11;false
ap_20_4.txt;20;4;1,000;0,050;14;139093,713489;5000000;7984;false
ap_20_4.txt;20;4;1,000;0,050;15;139093,713489;5000000;8548;false
ap_20_4.txt;20;4;1,000;0,050;16;139093,713489;5000000;12194;false
ap_20_4.txt;20;4;1,000;0,050;17;140863,077182;5000000;9855;false
ap_20_4.txt;20;4;1,000;0,050;18;140863,077182;5000000;8329;false
ap_20_4.txt;20;4;1,000;0,050;19;140863,077182;5000000;8280;false
ap_20_4.txt;20;4;1,000;0,050;20;135624,883602;686723;1152;false
ap_20_4.txt;20;4;1,000;0,050;21;140863,077182;5000000;10209;false
ap_20_4.txt;20;4;1,000;0,050;22;135624,883602;797227;2409;false
ap_20_4.txt;20;4;1,000;0,050;23;140863,077182;5000000;8676;false
ap_20_4.txt;20;4;1,000;0,050;24;139093,713489;5000000;10111;false
ap_20_4.txt;20;4;1,000;0,050;25;140863,077182;5000000;9266;false
ap_20_4.txt;20;4;1,000;0,050;26;140863,077182;5000000;8907;false
ap_20_4.txt;20;4;1,000;0,050;27;140863,077182;5000000;8262;false
ap_20_4.txt;20;4;1,000;0,050;28;140863,077182;5000000;8476;false
ap_20_4.txt;20;4;1,000;0,050;29;140863,077182;5000000;7857;false
ap_20_4.txt;20;4;1,000;0,050;30;140863,077182;5000000;7844;false
ap_20_4.txt;20;4;1,000;0,100;1;140863,077182;5000000;8066;false
ap_20_4.txt;20;4;1,000;0,100;2;139093,713489;5000000;7980;false
ap_20_4.txt;20;4;1,000;0,100;3;140863,077182;5000000;7870;false
ap_20_4.txt;20;4;1,000;0,100;4;140863,077182;5000000;7942;false
ap_20_4.txt;20;4;1,000;0,100;5;140863,077182;5000000;7841;false
ap_20_4.txt;20;4;1,000;0,100;6;135624,883602;24636;39;false
ap_20_4.txt;20;4;1,000;0,100;7;140863,077182;5000000;7833;false
ap_20_4.txt;20;4;1,000;0,100;8;138951,259041;5000000;7939;false
ap_20_4.txt;20;4;1,000;0,100;9;135624,883602;999313;1567;false
ap_20_4.txt;20;4;1,000;0,100;10;135624,883602;1378860;2220;false
ap_20_4.txt;20;4;1,000;0,100;11;139093,713489;5000000;7993;false
ap_20_4.txt;20;4;1,000;0,100;12;140863,077182;5000000;7912;false
ap_20_4.txt;20;4;1,000;0,100;13;140863,077182;5000000;8047;false
ap_20_4.txt;20;4;1,000;0,100;14;140863,077182;5000000;8643;false
ap_20_4.txt;20;4;1,000;0,100;15;140863,077182;5000000;10646;false
ap_20_4.txt;20;4;1,000;0,100;16;140863,077182;5000000;8737;false
ap_20_4.txt;20;4;1,000;0,100;17;140863,077182;5000000;7860;false
ap_20_4.txt;20;4;1,000;0,100;18;135624,883602;906806;1423;false
ap_20_4.txt;20;4;1,000;0,100;19;140863,077182;5000000;7928;false
ap_20_4.txt;20;4;1,000;0,100;20;135624,883602;289675;455;false
ap_20_4.txt;20;4;1,000;0,100;21;140863,077182;5000000;7879;false
ap_20_4.txt;20;4;1,000;0,100;22;139093,713489;5000000;7897;false
ap_20_4.txt;20;4;1,000;0,100;23;140863,077182;5000000;8356;false
ap_20_4.txt;20;4;1,000;0,100;24;139093,713489;5000000;8512;false
ap_20_4.txt;20;4;1,000;0,100;25;135624,883602;279416;440;false
ap_20_4.txt;20;4;1,000;0,100;26;135624,883602;337127;530;false
ap_20_4.txt;20;4;1,000;0,100;27;140863,077182;5000000;8024;false
ap_20_4.txt;20;4;1,000;0,100;28;140863,077182;5000000;7884;false
ap_20_4.txt;20;4;1,000;0,100;29;140863,077182;5000000;7833;false
ap_20_4.txt;20;4;1,000;0,100;30;140863,077182;5000000;7852;false
ap_20_3.txt;20;3;0,000;0,010;1;151533,083778;197965;300;false
ap_20_3.txt;20;3;0,000;0,010;2;151533,083778;320883;480;false
ap_20_3.txt;20;3;0,000;0,010;3;160250,212996;5000000;7514;false
ap_20_3.txt;20;3;0,000;0,010;4;161141,526838;5000000;7488;false
ap_20_3.txt;20;3;0,000;0,010;5;153828,689633;5000000;7509;false
ap_20_3.txt;20;3;0,000;0,010;6;151533,083778;123536;191;false
ap_20_3.txt;20;3;0,000;0,010;7;151533,083778;6736;11;false
ap_20_3.txt;20;3;0,000;0,010;8;151533,083778;578308;884;false
ap_20_3.txt;20;3;0,000;0,010;9;160250,212996;5000000;8208;false
ap_20_3.txt;20;3;0,000;0,010;10;151533,083778;1325973;2348;false
ap_20_3.txt;20;3;0,000;0,010;11;151533,083778;581250;968;false
ap_20_3.txt;20;3;0,000;0,010;12;151533,083778;14436;21;false
ap_20_3.txt;20;3;0,000;0,010;13;153828,689633;5000000;7907;false
ap_20_3.txt;20;3;0,000;0,010;14;151533,083778;194860;301;false
ap_20_3.txt;20;3;0,000;0,010;15;151533,083778;47515;71;false
ap_20_3.txt;20;3;0,000;0,010;16;161141,526838;5000000;7820;false
ap_20_3.txt;20;3;0,000;0,010;17;161141,526838;5000000;7628;false
ap_20_3.txt;20;3;0,000;0,010;18;151533,083778;236517;354;false
ap_20_3.txt;20;3;0,000;0,010;19;151533,083778;563865;843;false
ap_20_3.txt;20;3;0,000;0,010;20;151533,083778;464760;698;false
ap_20_3.txt;20;3;0,000;0,010;21;151533,083778;259379;388;false
ap_20_3.txt;20;3;0,000;0,010;22;151533,083778;201056;301;false
ap_20_3.txt;20;3;0,000;0,010;23;161141,526838;5000000;7478;false
ap_20_3.txt;20;3;0,000;0,010;24;151533,083778;329397;492;false
ap_20_3.txt;20;3;0,000;0,010;25;161141,526838;5000000;7488;false
ap_20_3.txt;20;3;0,000;0,010;26;151533,083778;815539;1219;false
ap_20_3.txt;20;3;0,000;0,010;27;161141,526838;5000000;8483;false
ap_20_3.txt;20;3;0,000;0,010;28;151533,083778;2104;3;false
ap_20_3.txt;20;3;0,000;0,010;29;151533,083778;37479;59;false
ap_20_3.txt;20;3;0,000;0,010;30;151533,083778;2905;5;false
ap_20_3.txt;20;3;0,000;0,050;1;151533,083778;68632;109;false
ap_20_3.txt;20;3;0,000;0,050;2;151533,083778;10317;21;false
ap_20_3.txt;20;3;0,000;0,050;3;151533,083778;4868;8;false
ap_20_3.txt;20;3;0,000;0,050;4;151533,083778;18226;40;false
ap_20_3.txt;20;3;0,000;0,050;5;151533,083778;33423;57;false
ap_20_3.txt;20;3;0,000;0,050;6;160250,212996;5000000;8100;false
ap_20_3.txt;20;3;0,000;0,050;7;160250,212996;5000000;7992;false
ap_20_3.txt;20;3;0,000;0,050;8;151533,083778;2456;4;false
ap_20_3.txt;20;3;0,000;0,050;9;151533,083778;102833;160;false
ap_20_3.txt;20;3;0,000;0,050;10;151533,083778;26998;43;false
ap_20_3.txt;20;3;0,000;0,050;11;151533,083778;18236;28;false
ap_20_3.txt;20;3;0,000;0,050;12;160250,212996;5000000;7791;false
ap_20_3.txt;20;3;0,000;0,050;13;151533,083778;74833;117;false
ap_20_3.txt;20;3;0,000;0,050;14;151533,083778;5744;9;false
ap_20_3.txt;20;3;0,000;0,050;15;151533,083778;40187;62;false
ap_20_3.txt;20;3;0,000;0,050;16;151533,083778;17697;29;false
ap_20_3.txt;20;3;0,000;0,050;17;151533,083778;70629;110;false
ap_20_3.txt;20;3;0,000;0,050;18;161141,526838;5000000;8631;false
ap_20_3.txt;20;3;0,000;0,050;19;151533,083778;11834;19;false
ap_20_3.txt;20;3;0,000;0,050;20;161141,526838;5000000;7846;false
ap_20_3.txt;20;3;0,000;0,050;21;151533,083778;23021;42;false
ap_20_3.txt;20;3;0,000;0,050;22;151533,083778;6549;12;false
ap_20_3.txt;20;3;0,000;0,050;23;160250,212996;5000000;8175;false
ap_20_3.txt;20;3;0,000;0,050;24;151533,083778;15585;32;false
ap_20_3.txt;20;3;0,000;0,050;25;151533,083778;49972;83;false
ap_20_3.txt;20;3;0,000;0,050;26;151533,083778;48779;76;false
ap_20_3.txt;20;3;0,000;0,050;27;151533,083778;66663;103;false
ap_20_3.txt;20;3;0,000;0,050;28;153828,689633;5000000;8525;false
ap_20_3.txt;20;3;0,000;0,050;29;151533,083778;48544;76;false
ap_20_3.txt;20;3;0,000;0,050;30;151533,083778;3015;5;false
ap_20_3.txt;20;3;0,000;0,100;1;151533,083778;31173;50;false
ap_20_3.txt;20;3;0,000;0,100;2;151533,083778;15805;26;false
ap_20_3.txt;20;3;0,000;0,100;3;151533,083778;14834;26;false
ap_20_3.txt;20;3;0,000;0,100;4;151533,083778;5073;9;false
ap_20_3.txt;20;3;0,000;0,100;5;151533,083778;10385;17;false
ap_20_3.txt;20;3;0,000;0,100;6;151533,083778;9400;16;false
ap_20_3.txt;20;3;0,000;0,100;7;160250,212996;5000000;8525;false
ap_20_3.txt;20;3;0,000;0,100;8;160250,212996;5000000;8239;false
ap_20_3.txt;20;3;0,000;0,100;9;151533,083778;13686;22;false
ap_20_3.txt;20;3;0,000;0,100;10;161141,526838;5000000;9690;false
ap_20_3.txt;20;3;0,000;0,100;11;153828,689633;5000000;7817;false
ap_20_3.txt;20;3;0,000;0,100;12;151533,083778;20664;32;false
ap_20_3.txt;20;3;0,000;0,100;13;151533,083778;17503;28;false
ap_20_3.txt;20;3;0,000;0,100;14;151533,083778;147326;229;false
ap_20_3.txt;20;3;0,000;0,100;15;151533,083778;19606;32;false
ap_20_3.txt;20;3;0,000;0,100;16;151533,083778;39713;62;false
ap_20_3.txt;20;3;0,000;0,100;17;151533,083778;21815;35;false
ap_20_3.txt;20;3;0,000;0,100;18;151533,083778;16499;26;false
ap_20_3.txt;20;3;0,000;0,100;19;151533,083778;64921;102;false
ap_20_3.txt;20;3;0,000;0,100;20;151533,083778;33868;53;false
ap_20_3.txt;20;3;0,000;0,100;21;151533,083778;60200;94;false
ap_20_3.txt;20;3;0,000;0,100;22;151533,083778;8333;13;false
ap_20_3.txt;20;3;0,000;0,100;23;151533,083778;6631;10;false
ap_20_3.txt;20;3;0,000;0,100;24;151533,083778;35384;55;false
ap_20_3.txt;20;3;0,000;0,100;25;151533,083778;45049;71;false
ap_20_3.txt;20;3;0,000;0,100;26;151533,083778;19683;31;false
ap_20_3.txt;20;3;0,000;0,100;27;151533,083778;3917;7;false
ap_20_3.txt;20;3;0,000;0,100;28;151533,083778;2268;3;false
ap_20_3.txt;20;3;0,000;0,100;29;151533,083778;154832;240;false
