instance;n;p;pc;pm;run;bestObjective;evaluations;timeMs
ap_20_3.txt;20;3;0,800;0,100;13;152054,170694;50000;79
ap_20_3.txt;20;3;0,800;0,100;14;157189,440117;50000;79
ap_20_3.txt;20;3;0,800;0,100;15;161141,526838;50000;77
ap_20_3.txt;20;3;0,800;0,100;16;151533,083778;50000;79
ap_20_3.txt;20;3;0,800;0,100;17;151533,083778;50000;79
ap_20_3.txt;20;3;0,800;0,100;18;151533,083778;50000;79
ap_20_3.txt;20;3;0,800;0,100;19;151533,083778;50000;78
ap_20_3.txt;20;3;0,800;0,100;20;151533,083778;50000;78
ap_20_3.txt;20;3;0,800;0,100;21;151533,083778;50000;79
ap_20_3.txt;20;3;0,800;0,100;22;151533,083778;50000;78
ap_20_3.txt;20;3;0,800;0,100;23;157189,440117;50000;78
ap_20_3.txt;20;3;0,800;0,100;24;151533,083778;50000;78
ap_20_3.txt;20;3;0,800;0,100;25;151533,083778;50000;78
ap_20_3.txt;20;3;0,800;0,100;26;152651,886831;50000;78
ap_20_3.txt;20;3;0,800;0,100;27;157189,440117;50000;78
ap_20_3.txt;20;3;0,800;0,100;28;151533,083778;50000;78
ap_20_3.txt;20;3;0,800;0,100;29;151533,083778;50000;78
ap_20_3.txt;20;3;0,800;0,100;30;153828,689633;50000;78
ap_20_3.txt;20;3;1,000;0,010;1;156954,146053;50000;75
ap_20_3.txt;20;3;1,000;0,010;2;161746,109129;50000;74
ap_20_3.txt;20;3;1,000;0,010;3;151533,083778;50000;74
ap_20_3.txt;20;3;1,000;0,010;4;152651,886831;50000;74
ap_20_3.txt;20;3;1,000;0,010;5;153293,895234;50000;74
ap_20_3.txt;20;3;1,000;0,010;6;161829,993549;50000;76
ap_20_3.txt;20;3;1,000;0,010;7;153293,895234;50000;75
ap_20_3.txt;20;3;1,000;0,010;8;152651,886831;50000;74
ap_20_3.txt;20;3;1,000;0,010;9;152651,886831;50000;75
ap_20_3.txt;20;3;1,000;0,010;10;157189,440117;50000;75
ap_20_3.txt;20;3;1,000;0,010;11;160250,212996;50000;75
ap_20_3.txt;20;3;1,000;0,010;12;161141,526838;50000;74
ap_20_3.txt;20;3;1,000;0,010;13;152651,886831;50000;74
ap_20_3.txt;20;3;1,000;0,010;14;152651,886831;50000;75
ap_20_3.txt;20;3;1,000;0,010;15;152651,886831;50000;76
ap_20_3.txt;20;3;1,000;0,010;16;157189,440117;50000;75
ap_20_3.txt;20;3;1,000;0,010;17;157189,440117;50000;74
ap_20_3.txt;20;3;1,000;0,010;18;157189,440117;50000;75
ap_20_3.txt;20;3;1,000;0,010;19;157189,440117;50000;75
ap_20_3.txt;20;3;1,000;0,010;20;152651,886831;50000;232
ap_20_3.txt;20;3;1,000;0,010;21;157189,440117;50000;74
ap_20_3.txt;20;3;1,000;0,010;22;157189,440117;50000;76
ap_20_3.txt;20;3;1,000;0,010;23;151533,083778;50000;75
ap_20_3.txt;20;3;1,000;0,010;24;152651,886831;50000;75
ap_20_3.txt;20;3;1,000;0,010;25;160250,212996;50000;75
ap_20_3.txt;20;3;1,000;0,010;26;159170,362655;50000;75
ap_20_3.txt;20;3;1,000;0,010;27;157189,440117;50000;76
ap_20_3.txt;20;3;1,000;0,010;28;152651,886831;50000;75
ap_20_3.txt;20;3;1,000;0,010;29;151533,083778;50000;75
ap_20_3.txt;20;3;1,000;0,010;30;157189,440117;50000;75
ap_20_3.txt;20;3;1,000;0,050;1;151533,083778;50000;76
ap_20_3.txt;20;3;1,000;0,050;2;151533,083778;50000;75
ap_20_3.txt;20;3;1,000;0,050;3;151533,083778;50000;76
ap_20_3.txt;20;3;1,000;0,050;4;151533,083778;50000;76
ap_20_3.txt;20;3;1,000;0,050;5;151533,083778;50000;76
ap_20_3.txt;20;3;1,000;0,050;6;151533,083778;50000;77
ap_20_3.txt;20;3;1,000;0,050;7;153828,689633;50000;76
ap_20_3.txt;20;3;1,000;0,050;8;157189,440117;50000;77
ap_20_3.txt;20;3;1,000;0,050;9;153293,895234;50000;77
ap_20_3.txt;20;3;1,000;0,050;10;151533,083778;50000;76
ap_20_3.txt;20;3;1,000;0,050;11;151533,083778;50000;76
ap_20_3.txt;20;3;1,000;0,050;12;151533,083778;50000;98
ap_20_3.txt;20;3;1,000;0,050;13;151533,083778;50000;77
ap_20_3.txt;20;3;1,000;0,050;14;157189,440117;50000;76
ap_20_3.txt;20;3;1,000;0,050;15;161141,526838;50000;76
ap_20_3.txt;20;3;1,000;0,050;16;157189,440117;50000;77
ap_20_3.txt;20;3;1,000;0,050;17;160250,212996;50000;75
ap_20_3.txt;20;3;1,000;0,050;18;151533,083778;50000;77
ap_20_3.txt;20;3;1,000;0,050;19;160250,212996;50000;76
ap_20_3.txt;20;3;1,000;0,050;20;151533,083778;50000;77
ap_20_3.txt;20;3;1,000;0,050;21;157189,440117;50000;76
ap_20_3.txt;20;3;1,000;0,050;22;151533,083778;50000;83
ap_20_3.txt;20;3;1,000;0,050;23;151533,083778;50000;78
ap_20_3.txt;20;3;1,000;0,050;24;151533,083778;50000;77
ap_20_3.txt;20;3;1,000;0,050;25;157189,440117;50000;77
ap_20_3.txt;20;3;1,000;0,050;26;160250,212996;50000;76
ap_20_3.txt;20;3;1,000;0,050;27;152651,886831;50000;77
ap_20_3.txt;20;3;1,000;0,050;28;153293,895234;50000;78
ap_20_3.txt;20;3;1,000;0,050;29;151533,083778;50000;78
ap_20_3.txt;20;3;1,000;0,050;30;151533,083778;50000;76
ap_20_3.txt;20;3;1,000;0,100;1;151533,083778;50000;77
ap_20_3.txt;20;3;1,000;0,100;2;151533,083778;50000;78
ap_20_3.txt;20;3;1,000;0,100;3;151533,083778;50000;81
ap_20_3.txt;20;3;1,000;0,100;4;152651,886831;50000;103
ap_20_3.txt;20;3;1,000;0,100;5;151533,083778;50000;79
ap_20_3.txt;20;3;1,000;0,100;6;153828,689633;50000;79
ap_20_3.txt;20;3;1,000;0,100;7;157189,440117;50000;79
ap_20_3.txt;20;3;1,000;0,100;8;161141,526838;50000;78
ap_20_3.txt;20;3;1,000;0,100;9;151533,083778;50000;79
ap_20_3.txt;20;3;1,000;0,100;10;151533,083778;50000;78
ap_20_3.txt;20;3;1,000;0,100;11;151533,083778;50000;78
ap_20_3.txt;20;3;1,000;0,100;12;152054,170694;50000;78
ap_20_3.txt;20;3;1,000;0,100;13;151533,083778;50000;78
ap_20_3.txt;20;3;1,000;0,100;14;151533,083778;50000;78
ap_20_3.txt;20;3;1,000;0,100;15;151533,083778;50000;81
ap_20_3.txt;20;3;1,000;0,100;16;151533,083778;50000;78
ap_20_3.txt;20;3;1,000;0,100;17;157189,440117;50000;79
ap_20_3.txt;20;3;1,000;0,100;18;159170,362655;50000;80
ap_20_3.txt;20;3;1,000;0,100;19;161350,001508;50000;78
ap_20_3.txt;20;3;1,000;0,100;20;151533,083778;50000;78
ap_20_3.txt;20;3;1,000;0,100;21;151533,083778;50000;77
ap_20_3.txt;20;3;1,000;0,100;22;151533,083778;50000;77
ap_20_3.txt;20;3;1,000;0,100;23;151533,083778;50000;77
ap_20_3.txt;20;3;1,000;0,100;24;151533,083778;50000;78
ap_20_3.txt;20;3;1,000;0,100;25;151533,083778;50000;78
ap_20_3.txt;20;3;1,000;0,100;26;151533,083778;50000;77
ap_20_3.txt;20;3;1,000;0,100;27;151533,083778;50000;80
ap_20_3.txt;20;3;1,000;0,100;28;151533,083778;50000;77
ap_20_3.txt;20;3;1,000;0,100;29;151533,083778;50000;78
ap_20_3.txt;20;3;1,000;0,100;30;160250,212996;50000;79
ap_20_2.txt;20;2;0,000;0,010;1;172816,689721;50000;75
ap_20_2.txt;20;2;0,000;0,010;2;172816,689721;50000;73
ap_20_2.txt;20;2;0,000;0,010;3;172816,689721;50000;74
ap_20_2.txt;20;2;0,000;0,010;4;172816,689721;50000;73
ap_20_2.txt;20;2;0,000;0,010;5;172816,689721;50000;74
ap_20_2.txt;20;2;0,000;0,010;6;175638,206951;50000;75
ap_20_2.txt;20;2;0,000;0,010;7;172816,689721;50000;74
ap_20_2.txt;20;2;0,000;0,010;8;172816,689721;50000;74
ap_20_2.txt;20;2;0,000;0,010;9;172816,689721;50000;73
ap_20_2.txt;20;2;0,000;0,010;10;172816,689721;50000;74
ap_20_2.txt;20;2;0,000;0,010;11;175638,206951;50000;73
ap_20_2.txt;20;2;0,000;0,010;12;175638,206951;50000;73
ap_20_2.txt;20;2;0,000;0,010;13;175638,206951;50000;75
ap_20_2.txt;20;2;0,000;0,010;14;175638,206951;50000;74
ap_20_2.txt;20;2;0,000;0,010;15;175638,206951;50000;74
ap_20_2.txt;20;2;0,000;0,010;16;172816,689721;50000;74
ap_20_2.txt;20;2;0,000;0,010;17;175638,206951;50000;74
ap_20_2.txt;20;2;0,000;0,010;18;172816,689721;50000;74
ap_20_2.txt;20;2;0,000;0,010;19;172816,689721;50000;75
ap_20_2.txt;20;2;0,000;0,010;20;172816,689721;50000;74
ap_20_2.txt;20;2;0,000;0,010;21;172816,689721;50000;74
ap_20_2.txt;20;2;0,000;0,010;22;172816,689721;50000;74
ap_20_2.txt;20;2;0,000;0,010;23;172816,689721;50000;74
ap_20_2.txt;20;2;0,000;0,010;24;172816,689721;50000;74
ap_20_2.txt;20;2;0,000;0,010;25;172816,689721;50000;75
ap_20_2.txt;20;2;0,000;0,010;26;172816,689721;50000;73
ap_20_2.txt;20;2;0,000;0,010;27;172816,689721;50000;74
ap_20_2.txt;20;2;0,000;0,010;28;175638,206951;50000;74
ap_20_2.txt;20;2;0,000;0,010;29;175638,206951;50000;73
ap_20_2.txt;20;2;0,000;0,010;30;172816,689721;50000;74
ap_20_2.txt;20;2;0,000;0,050;1;172816,689721;50000;75
ap_20_2.txt;20;2;0,000;0,050;2;172816,689721;50000;75
ap_20_2.txt;20;2;0,000;0,050;3;172816,689721;50000;75
ap_20_2.txt;20;2;0,000;0,050;4;172816,689721;50000;77
ap_20_2.txt;20;2;0,000;0,050;5;172816,689721;50000;76
ap_20_2.txt;20;2;0,000;0,050;6;172816,689721;50000;76
ap_20_2.txt;20;2;0,000;0,050;7;172816,689721;50000;76
ap_20_2.txt;20;2;0,000;0,050;8;172816,689721;50000;75
ap_20_2.txt;20;2;0,000;0,050;9;172816,689721;50000;75
ap_20_2.txt;20;2;0,000;0,050;10;172816,689721;50000;75
ap_20_2.txt;20;2;0,000;0,050;11;172816,689721;50000;75
ap_20_2.txt;20;2;0,000;0,050;12;172816,689721;50000;76
ap_20_2.txt;20;2;0,000;0,050;13;172816,689721;50000;75
ap_20_2.txt;20;2;0,000;0,050;14;172816,689721;50000;76
ap_20_2.txt;20;2;0,000;0,050;15;172816,689721;50000;76
ap_20_2.txt;20;2;0,000;0,050;16;172816,689721;50000;76
ap_20_2.txt;20;2;0,000;0,050;17;172816,689721;50000;78
ap_20_2.txt;20;2;0,000;0,050;18;172816,689721;50000;77
ap_20_2.txt;20;2;0,000;0,050;19;172816,689721;50000;75
ap_20_2.txt;20;2;0,000;0,050;20;172816,689721;50000;76
ap_20_2.txt;20;2;0,000;0,050;21;172816,689721;50000;76
ap_20_2.txt;20;2;0,000;0,050;22;172816,689721;50000;75
ap_20_2.txt;20;2;0,000;0,050;23;172816,689721;50000;75
ap_20_2.txt;20;2;0,000;0,050;24;172816,689721;50000;77
ap_20_2.txt;20;2;0,000;0,050;25;172816,689721;50000;77
ap_20_2.txt;20;2;0,000;0,050;26;172816,689721;50000;76
ap_20_2.txt;20;2;0,000;0,050;27;172816,689721;50000;76
ap_20_2.txt;20;2;0,000;0,050;28;172816,689721;50000;76
ap_20_2.txt;20;2;0,000;0,050;29;172816,689721;50000;76
ap_20_2.txt;20;2;0,000;0,050;30;172816,689721;50000;76
ap_20_2.txt;20;2;0,000;0,100;1;172816,689721;50000;78
ap_20_2.txt;20;2;0,000;0,100;2;172816,689721;50000;77
ap_20_2.txt;20;2;0,000;0,100;3;172816,689721;50000;77
ap_20_2.txt;20;2;0,000;0,100;4;172816,689721;50000;80
ap_20_2.txt;20;2;0,000;0,100;5;172816,689721;50000;79
ap_20_2.txt;20;2;0,000;0,100;6;172816,689721;50000;76
ap_20_2.txt;20;2;0,000;0,100;7;172816,689721;50000;77
ap_20_2.txt;20;2;0,000;0,100;8;172816,689721;50000;77
ap_20_2.txt;20;2;0,000;0,100;9;172816,689721;50000;77
ap_20_2.txt;20;2;0,000;0,100;10;172816,689721;50000;77
ap_20_2.txt;20;2;0,000;0,100;11;172816,689721;50000;78
ap_20_2.txt;20;2;0,000;0,100;12;172816,689721;50000;77
ap_20_2.txt;20;2;0,000;0,100;13;172816,689721;50000;78
ap_20_2.txt;20;2;0,000;0,100;14;172816,689721;50000;77
ap_20_2.txt;20;2;0,000;0,100;15;172816,689721;50000;76
ap_20_2.txt;20;2;0,000;0,100;16;172816,689721;50000;77
ap_20_2.txt;20;2;0,000;0,100;17;172816,689721;50000;77
ap_20_2.txt;20;2;0,000;0,100;18;172816,689721;50000;77
ap_20_2.txt;20;2;0,000;0,100;19;172816,689721;50000;78
ap_20_2.txt;20;2;0,000;0,100;20;172816,689721;50000;76
ap_20_2.txt;20;2;0,000;0,100;21;172816,689721;50000;78
ap_20_2.txt;20;2;0,000;0,100;22;172816,689721;50000;78
ap_20_2.txt;20;2;0,000;0,100;23;172816,689721;50000;79
ap_20_2.txt;20;2;0,000;0,100;24;172816,689721;50000;80
ap_20_2.txt;20;2;0,000;0,100;25;172816,689721;50000;77
ap_20_2.txt;20;2;0,000;0,100;26;172816,689721;50000;78
ap_20_2.txt;20;2;0,000;0,100;27;172816,689721;50000;77
ap_20_2.txt;20;2;0,000;0,100;28;172816,689721;50000;76
ap_20_2.txt;20;2;0,000;0,100;29;172816,689721;50000;77
ap_20_2.txt;20;2;0,000;0,100;30;172816,689721;50000;77
ap_20_2.txt;20;2;0,200;0,010;1;172816,689721;50000;73
ap_20_2.txt;20;2;0,200;0,010;2;172816,689721;50000;73
ap_20_2.txt;20;2;0,200;0,010;3;175638,206951;50000;74
ap_20_2.txt;20;2;0,200;0,010;4;172816,689721;50000;73
ap_20_2.txt;20;2;0,200;0,010;5;172816,689721;50000;74
ap_20_2.txt;20;2;0,200;0,010;6;175638,206951;50000;73
ap_20_2.txt;20;2;0,200;0,010;7;172816,689721;50000;74
ap_20_2.txt;20;2;0,200;0,010;8;175638,206951;50000;74
ap_20_2.txt;20;2;0,200;0,010;9;172816,689721;50000;75
ap_20_2.txt;20;2;0,200;0,010;10;175638,206951;50000;74
ap_20_2.txt;20;2;0,200;0,010;11;175638,206951;50000;76
ap_20_2.txt;20;2;0,200;0,010;12;175638,206951;50000;75
ap_20_2.txt;20;2;0,200;0,010;13;172816,689721;50000;75
ap_20_2.txt;20;2;0,200;0,010;14;172816,689721;50000;75
ap_20_2.txt;20;2;0,200;0,010;15;172816,689721;50000;75
ap_20_2.txt;20;2;0,200;0,010;16;175638,206951;50000;76
ap_20_2.txt;20;2;0,200;0,010;17;175638,206951;50000;75
ap_20_2.txt;20;2;0,200;0,010;18;175638,206951;50000;75
ap_20_2.txt;20;2;0,200;0,010;19;175638,206951;50000;75
ap_20_2.txt;20;2;0,200;0,010;20;172816,689721;50000;75
ap_20_2.txt;20;2;0,200;0,010;21;175638,206951;50000;75
ap_20_2.txt;20;2;0,200;0,010;22;172816,689721;50000;75
ap_20_2.txt;20;2;0,200;0,010;23;175638,206951;50000;74
ap_20_2.txt;20;2;0,200;0,010;24;172816,689721;50000;75
ap_20_2.txt;20;2;0,200;0,010;25;175638,206951;50000;75
ap_20_2.txt;20;2;0,200;0,010;26;172816,689721;50000;74
ap_20_2.txt;20;2;0,200;0,010;27;175638,206951;50000;74
ap_20_2.txt;20;2;0,200;0,010;28;172816,689721;50000;73
ap_20_2.txt;20;2;0,200;0,010;29;172816,689721;50000;74
ap_20_2.txt;20;2;0,200;0,010;30;175638,206951;50000;75
ap_20_2.txt;20;2;0,200;0,050;1;175638,206951;50000;76
ap_20_2.txt;20;2;0,200;0,050;2;172816,689721;50000;75
ap_20_2.txt;20;2;0,200;0,050;3;172816,689721;50000;76
ap_20_2.txt;20;2;0,200;0,050;4;172816,689721;50000;81
ap_20_2.txt;20;2;0,200;0,050;5;172816,689721;50000;76
ap_20_2.txt;20;2;0,200;0,050;6;172816,689721;50000;77
ap_20_2.txt;20;2;0,200;0,050;7;172816,689721;50000;76
ap_20_2.txt;20;2;0,200;0,050;8;172816,689721;50000;76
ap_20_2.txt;20;2;0,200;0,050;9;172816,689721;50000;76
ap_20_2.txt;20;2;0,200;0,050;10;172816,689721;50000;75
ap_20_2.txt;20;2;0,200;0,050;11;172816,689721;50000;76
ap_20_2.txt;20;2;0,200;0,050;12;172816,689721;50000;75
ap_20_2.txt;20;2;0,200;0,050;13;172816,689721;50000;77
ap_20_2.txt;20;2;0,200;0,050;14;172816,689721;50000;79
ap_20_2.txt;20;2;0,200;0,050;15;172816,689721;50000;76
ap_20_2.txt;20;2;0,200;0,050;16;172816,689721;50000;77
ap_20_2.txt;20;2;0,200;0,050;17;172816,689721;50000;80
ap_20_2.txt;20;2;0,200;0,050;18;172816,689721;50000;78
ap_20_2.txt;20;2;0,200;0,050;19;172816,689721;50000;76
ap_20_2.txt;20;2;0,200;0,050;20;172816,689721;50000;75
ap_20_2.txt;20;2;0,200;0,050;21;172816,689721;50000;76
ap_20_2.txt;20;2;0,200;0,050;22;172816,689721;50000;77
ap_20_2.txt;20;2;0,200;0,050;23;172816,689721;50000;76
ap_20_2.txt;20;2;0,200;0,050;24;172816,689721;50000;76
ap_20_2.txt;20;2;0,200;0,050;25;172816,689721;50000;76
ap_20_2.txt;20;2;0,200;0,050;26;172816,689721;50000;76
ap_20_2.txt;20;2;0,200;0,050;27;172816,689721;50000;75
ap_20_2.txt;20;2;0,200;0,050;28;172816,689721;50000;76
ap_20_2.txt;20;2;0,200;0,050;29;172816,689721;50000;77
ap_20_2.txt;20;2;0,200;0,050;30;172816,689721;50000;75
ap_20_2.txt;20;2;0,200;0,100;1;172816,689721;50000;78
ap_20_2.txt;20;2;0,200;0,100;2;172816,689721;50000;78
ap_20_2.txt;20;2;0,200;0,100;3;172816,689721;50000;77
ap_20_2.txt;20;2;0,200;0,100;4;172816,689721;50000;79
ap_20_2.txt;20;2;0,200;0,100;5;172816,689721;50000;79
ap_20_2.txt;20;2;0,200;0,100;6;172816,689721;50000;78
ap_20_2.txt;20;2;0,200;0,100;7;172816,689721;50000;78
ap_20_2.txt;20;2;0,200;0,100;8;172816,689721;50000;82
ap_20_2.txt;20;2;0,200;0,100;9;172816,689721;50000;78
ap_20_2.txt;20;2;0,200;0,100;10;172816,689721;50000;77
ap_20_2.txt;20;2;0,200;0,100;11;172816,689721;50000;77
ap_20_2.txt;20;2;0,200;0,100;12;172816,689721;50000;77
ap_20_2.txt;20;2;0,200;0,100;13;172816,689721;50000;79
ap_20_2.txt;20;2;0,200;0,100;14;172816,689721;50000;78
ap_20_2.txt;20;2;0,200;0,100;15;172816,689721;50000;77
ap_20_2.txt;20;2;0,200;0,100;16;172816,689721;50000;77
ap_20_2.txt;20;2;0,200;0,100;17;172816,689721;50000;78
ap_20_2.txt;20;2;0,200;0,100;18;172816,689721;50000;78
ap_20_2.txt;20;2;0,200;0,100;19;172816,689721;50000;77
ap_20_2.txt;20;2;0,200;0,100;20;172816,689721;50000;77
ap_20_2.txt;20;2;0,200;0,100;21;172816,689721;50000;77
ap_20_2.txt;20;2;0,200;0,100;22;172816,689721;50000;77
ap_20_2.txt;20;2;0,200;0,100;23;172816,689721;50000;77
ap_20_2.txt;20;2;0,200;0,100;24;172816,689721;50000;77
ap_20_2.txt;20;2;0,200;0,100;25;172816,689721;50000;77
ap_20_2.txt;20;2;0,200;0,100;26;172816,689721;50000;77
ap_20_2.txt;20;2;0,200;0,100;27;172816,689721;50000;77
ap_20_2.txt;20;2;0,200;0,100;28;172816,689721;50000;78
ap_20_2.txt;20;2;0,200;0,100;29;172816,689721;50000;78
ap_20_2.txt;20;2;0,200;0,100;30;172816,689721;50000;77
ap_20_2.txt;20;2;0,400;0,010;1;175638,206951;50000;74
ap_20_2.txt;20;2;0,400;0,010;2;172816,689721;50000;74
ap_20_2.txt;20;2;0,400;0,010;3;175638,206951;50000;74
ap_20_2.txt;20;2;0,400;0,010;4;175638,206951;50000;75
ap_20_2.txt;20;2;0,400;0,010;5;172816,689721;50000;74
ap_20_2.txt;20;2;0,400;0,010;6;175638,206951;50000;74
ap_20_2.txt;20;2;0,400;0,010;7;172816,689721;50000;75
ap_20_2.txt;20;2;0,400;0,010;8;175638,206951;50000;74
ap_20_2.txt;20;2;0,400;0,010;9;172816,689721;50000;75
ap_20_2.txt;20;2;0,400;0,010;10;172816,689721;50000;75
ap_20_2.txt;20;2;0,400;0,010;11;172816,689721;50000;74
ap_20_2.txt;20;2;0,400;0,010;12;172816,689721;50000;75
ap_20_2.txt;20;2;0,400;0,010;13;175638,206951;50000;76
ap_20_2.txt;20;2;0,400;0,010;14;175638,206951;50000;74
ap_20_2.txt;20;2;0,400;0,010;15;175638,206951;50000;74
ap_20_2.txt;20;2;0,400;0,010;16;172816,689721;50000;76
ap_20_2.txt;20;2;0,400;0,010;17;172816,689721;50000;74
ap_20_2.txt;20;2;0,400;0,010;18;172816,689721;50000;74
ap_20_2.txt;20;2;0,400;0,010;19;175638,206951;50000;74
ap_20_2.txt;20;2;0,400;0,010;20;172816,689721;50000;74
ap_20_2.txt;20;2;0,400;0,010;21;172816,689721;50000;74
ap_20_2.txt;20;2;0,400;0,010;22;172816,689721;50000;74
ap_20_2.txt;20;2;0,400;0,010;23;175638,206951;50000;74
ap_20_2.txt;20;2;0,400;0,010;24;172816,689721;50000;76
ap_20_2.txt;20;2;0,400;0,010;25;175638,206951;50000;75
ap_20_2.txt;20;2;0,400;0,010;26;172816,689721;50000;74
ap_20_2.txt;20;2;0,400;0,010;27;172816,689721;50000;73
ap_20_2.txt;20;2;0,400;0,010;28;172816,689721;50000;74
ap_20_2.txt;20;2;0,400;0,010;29;172816,689721;50000;75
ap_20_2.txt;20;2;0,400;0,010;30;172816,689721;50000;73
ap_20_2.txt;20;2;0,400;0,050;1;172816,689721;50000;76
ap_20_2.txt;20;2;0,400;0,050;2;172816,689721;50000;75
ap_20_2.txt;20;2;0,400;0,050;3;172816,689721;50000;76
ap_20_2.txt;20;2;0,400;0,050;4;172816,689721;50000;76
ap_20_2.txt;20;2;0,400;0,050;5;172816,689721;50000;75
ap_20_2.txt;20;2;0,400;0,050;6;172816,689721;50000;75
ap_20_2.txt;20;2;0,400;0,050;7;172816,689721;50000;83
ap_20_2.txt;20;2;0,400;0,050;8;172816,689721;50000;77
ap_20_2.txt;20;2;0,400;0,050;9;172816,689721;50000;75
ap_20_2.txt;20;2;0,400;0,050;10;172816,689721;50000;75
ap_20_2.txt;20;2;0,400;0,050;11;172816,689721;50000;76
ap_20_2.txt;20;2;0,400;0,050;12;172816,689721;50000;75
ap_20_2.txt;20;2;0,400;0,050;13;172816,689721;50000;75
ap_20_2.txt;20;2;0,400;0,050;14;172816,689721;50000;76
ap_20_2.txt;20;2;0,400;0,050;15;172816,689721;50000;76
ap_20_2.txt;20;2;0,400;0,050;16;172816,689721;50000;76
ap_20_2.txt;20;2;0,400;0,050;17;172816,689721;50000;76
ap_20_2.txt;20;2;0,400;0,050;18;172816,689721;50000;75
ap_20_2.txt;20;2;0,400;0,050;19;172816,689721;50000;76
ap_20_2.txt;20;2;0,400;0,050;20;172816,689721;50000;75
ap_20_2.txt;20;2;0,400;0,050;21;172816,689721;50000;76
ap_20_2.txt;20;2;0,400;0,050;22;172816,689721;50000;75
ap_20_2.txt;20;2;0,400;0,050;23;175638,206951;50000;75
ap_20_2.txt;20;2;0,400;0,050;24;172816,689721;50000;76
ap_20_2.txt;20;2;0,400;0,050;25;172816,689721;50000;75
ap_20_2.txt;20;2;0,400;0,050;26;172816,689721;50000;75
ap_20_2.txt;20;2;0,400;0,050;27;172816,689721;50000;75
ap_20_2.txt;20;2;0,400;0,050;28;172816,689721;50000;76
ap_20_2.txt;20;2;0,400;0,050;29;172816,689721;50000;75
ap_20_2.txt;20;2;0,400;0,050;30;172816,689721;50000;76
ap_20_2.txt;20;2;0,400;0,100;1;172816,689721;50000;77
ap_20_2.txt;20;2;0,400;0,100;2;172816,689721;50000;77
ap_20_2.txt;20;2;0,400;0,100;3;172816,689721;50000;78
ap_20_2.txt;20;2;0,400;0,100;4;172816,689721;50000;77
ap_20_2.txt;20;2;0,400;0,100;5;172816,689721;50000;78
ap_20_2.txt;20;2;0,400;0,100;6;172816,689721;50000;77
ap_20_2.txt;20;2;0,400;0,100;7;172816,689721;50000;78
ap_20_2.txt;20;2;0,400;0,100;8;172816,689721;50000;78
ap_20_2.txt;20;2;0,400;0,100;9;172816,689721;50000;78
ap_20_2.txt;20;2;0,400;0,100;10;172816,689721;50000;77
ap_20_2.txt;20;2;0,400;0,100;11;172816,689721;50000;78
ap_20_2.txt;20;2;0,400;0,100;12;172816,689721;50000;77
ap_20_2.txt;20;2;0,400;0,100;13;172816,689721;50000;78
ap_20_2.txt;20;2;0,400;0,100;14;172816,689721;50000;77
ap_20_2.txt;20;2;0,400;0,100;15;172816,689721;50000;78
ap_20_2.txt;20;2;0,400;0,100;16;172816,689721;50000;78
ap_20_2.txt;20;2;0,400;0,100;17;172816,689721;50000;78
ap_20_2.txt;20;2;0,400;0,100;18;172816,689721;50000;77
ap_20_2.txt;20;2;0,400;0,100;19;172816,689721;50000;78
ap_20_2.txt;20;2;0,400;0,100;20;172816,689721;50000;78
ap_20_2.txt;20;2;0,400;0,100;21;172816,689721;50000;78
ap_20_2.txt;20;2;0,400;0,100;22;172816,689721;50000;78
ap_20_2.txt;20;2;0,400;0,100;23;172816,689721;50000;77
ap_20_2.txt;20;2;0,400;0,100;24;172816,689721;50000;78
ap_20_2.txt;20;2;0,400;0,100;25;172816,689721;50000;78
ap_20_2.txt;20;2;0,400;0,100;26;172816,689721;50000;79
ap_20_2.txt;20;2;0,400;0,100;27;172816,689721;50000;78
ap_20_2.txt;20;2;0,400;0,100;28;172816,689721;50000;78
ap_20_2.txt;20;2;0,400;0,100;29;172816,689721;50000;83
ap_20_2.txt;20;2;0,400;0,100;30;172816,689721;50000;80
ap_20_2.txt;20;2;0,600;0,010;1;172816,689721;50000;76
ap_20_2.txt;20;2;0,600;0,010;2;175638,206951;50000;76
ap_20_2.txt;20;2;0,600;0,010;3;172816,689721;50000;75
ap_20_2.txt;20;2;0,600;0,010;4;175638,206951;50000;75
ap_20_2.txt;20;2;0,600;0,010;5;175638,206951;50000;73
ap_20_2.txt;20;2;0,600;0,010;6;175638,206951;50000;75
ap_20_2.txt;20;2;0,600;0,010;7;175638,206951;50000;75
ap_20_2.txt;20;2;0,600;0,010;8;172816,689721;50000;74
ap_20_2.txt;20;2;0,600;0,010;9;172816,689721;50000;74
ap_20_2.txt;20;2;0,600;0,010;10;175638,206951;50000;74
ap_20_2.txt;20;2;0,600;0,010;11;172816,689721;50000;74
ap_20_2.txt;20;2;0,600;0,010;12;172816,689721;50000;74
ap_20_2.txt;20;2;0,600;0,010;13;172816,689721;50000;74
ap_20_2.txt;20;2;0,600;0,010;14;175638,206951;50000;75
ap_20_2.txt;20;2;0,600;0,010;15;172816,689721;50000;76
ap_20_2.txt;20;2;0,600;0,010;16;172816,689721;50000;74
ap_20_2.txt;20;2;0,600;0,010;17;175638,206951;50000;75
ap_20_2.txt;20;2;0,600;0,010;18;172816,689721;50000;74
ap_20_2.txt;20;2;0,600;0,010;19;175638,206951;50000;74
ap_20_2.txt;20;2;0,600;0,010;20;172816,689721;50000;75
ap_20_2.txt;20;2;0,600;0,010;21;175638,206951;50000;74
